,author_timestamp,commit_utc_offset_hours,filename,n_additions,n_deletions,author_id,total_additions,total_deletions,author_total_additions,author_total_deletions,author_norm_additions
16,1487807197,-8,mm/memory.c,2,3,4,8776,6854,1278,1781,1.0
18,1487807194,-8,mm/memory.c,2,2,4,8776,6854,1278,1781,1.0
21,1487807191,-8,mm/memory.c,0,6,4,8776,6854,1278,1781,1.0
159,1487806978,-8,mm/memory.c,10,3,22,8776,6854,35,3,0.12464788732394366
165,1487806969,-8,mm/memory.c,25,0,22,8776,6854,35,3,0.12464788732394366
280,1487806806,-8,mm/memory.c,4,4,41,8776,6854,6,8,0.10422535211267606
288,1487806803,-8,mm/memory.c,2,4,41,8776,6854,6,8,0.10422535211267606
12917,1484096244,-8,mm/memory.c,2,2,38,8776,6854,34,9,0.12394366197183099
12919,1484096241,-8,mm/memory.c,30,7,38,8776,6854,34,9,0.12394366197183099
13976,1483832251,-8,mm/memory.c,20,27,25,8776,6854,143,139,0.2007042253521127
17381,1482608761,-8,mm/memory.c,1,1,92,8776,6854,265,123,0.28661971830985916
18749,1481756870,-8,mm/memory.c,1,1,389,8776,6854,591,590,0.5161971830985915
18752,1481756865,-8,mm/memory.c,2,2,389,8776,6854,591,590,0.5161971830985915
18753,1481756862,-8,mm/memory.c,3,4,389,8776,6854,591,590,0.5161971830985915
18755,1481756859,-8,mm/memory.c,39,27,389,8776,6854,591,590,0.5161971830985915
18756,1481756856,-8,mm/memory.c,12,15,389,8776,6854,591,590,0.5161971830985915
18757,1481756853,-8,mm/memory.c,29,29,389,8776,6854,591,590,0.5161971830985915
18758,1481756850,-8,mm/memory.c,10,12,389,8776,6854,591,590,0.5161971830985915
18759,1481756847,-8,mm/memory.c,37,40,389,8776,6854,591,590,0.5161971830985915
18763,1481756844,-8,mm/memory.c,4,8,389,8776,6854,591,590,0.5161971830985915
18765,1481756841,-8,mm/memory.c,35,9,389,8776,6854,591,590,0.5161971830985915
18767,1481756838,-8,mm/memory.c,7,7,389,8776,6854,591,590,0.5161971830985915
18771,1481756836,-8,mm/memory.c,41,41,389,8776,6854,591,590,0.5161971830985915
18772,1481756833,-8,mm/memory.c,2,7,389,8776,6854,591,590,0.5161971830985915
18773,1481756830,-8,mm/memory.c,28,38,389,8776,6854,591,590,0.5161971830985915
18774,1481756827,-8,mm/memory.c,10,15,389,8776,6854,591,590,0.5161971830985915
18776,1481756824,-8,mm/memory.c,18,17,389,8776,6854,591,590,0.5161971830985915
18803,1481756821,-8,mm/memory.c,4,5,389,8776,6854,591,590,0.5161971830985915
18813,1481756818,-8,mm/memory.c,284,284,389,8776,6854,591,590,0.5161971830985915
18829,1481756812,-8,mm/memory.c,1,1,1508,8776,6854,33,29,0.12323943661971831
19465,1481589872,-8,mm/memory.c,49,10,235,8776,6854,87,35,0.16126760563380282
19537,1481589763,-8,mm/memory.c,6,15,235,8776,6854,87,35,0.16126760563380282
19548,1481589760,-8,mm/memory.c,6,1,235,8776,6854,87,35,0.16126760563380282
19563,1481589740,-8,mm/memory.c,2,2,5,8776,6854,42,29,0.1295774647887324
27147,1479838010,-6,mm/memory.c,1,1,1224,8776,6854,1,1,0.10070422535211268
33111,1478036605,-7,mm/memory.c,1,0,710,8776,6854,1,0,0.10070422535211268
33519,1477503823,2,mm/memory.c,4,4,27,8776,6854,4,4,0.1028169014084507
42250,1476318020,1,mm/memory.c,2,6,1508,8776,6854,33,29,0.12323943661971831
42259,1476318019,1,mm/memory.c,3,8,1508,8776,6854,33,29,0.12323943661971831
42261,1476318018,1,mm/memory.c,15,8,1508,8776,6854,33,29,0.12323943661971831
42270,1476318017,1,mm/memory.c,5,1,1508,8776,6854,33,29,0.12323943661971831
46108,1475884818,-7,mm/memory.c,6,2,197,8776,6854,31,15,0.12183098591549296
46155,1475884746,-7,mm/memory.c,13,0,6,8776,6854,38,8,0.1267605633802817
50790,1473634465,1,mm/memory.c,7,5,1508,8776,6854,33,29,0.12323943661971831
57126,1473384653,-4,mm/memory.c,1,1,2413,8776,6854,145,37,0.20211267605633804
74569,1470171745,-7,mm/memory.c,1,0,1186,8776,6854,14,0,0.10985915492957747
74570,1470171742,-7,mm/memory.c,2,0,2436,8776,6854,2,0,0.10140845070422536
76382,1469571995,-7,mm/memory.c,3,2,4,8776,6854,1278,1781,1.0
76402,1469571978,-7,mm/memory.c,1,1,4,8776,6854,1278,1781,1.0
76440,1469571940,-7,mm/memory.c,5,0,4,8776,6854,1278,1781,1.0
76444,1469571931,-7,mm/memory.c,1,0,4,8776,6854,1278,1781,1.0
76448,1469571929,-7,mm/memory.c,70,1,4,8776,6854,1278,1781,1.0
76452,1469571926,-7,mm/memory.c,2,2,4,8776,6854,1278,1781,1.0
76458,1469571923,-7,mm/memory.c,179,118,4,8776,6854,1278,1781,1.0
76467,1469571920,-7,mm/memory.c,275,306,4,8776,6854,1278,1781,1.0
76504,1469571918,-7,mm/memory.c,7,6,4,8776,6854,1278,1781,1.0
76512,1469571903,-7,mm/memory.c,1,1,2421,8776,6854,1,1,0.10070422535211268
76564,1469571852,-7,mm/memory.c,9,1,235,8776,6854,87,35,0.16126760563380282
76571,1469571849,-7,mm/memory.c,13,6,235,8776,6854,87,35,0.16126760563380282
80840,1468523258,-7,mm/memory.c,1,2,25,8776,6854,143,139,0.2007042253521127
92422,1466804988,-7,mm/memory.c,0,8,4,8776,6854,1278,1781,1.0
92425,1466804985,-7,mm/memory.c,5,18,4,8776,6854,1278,1781,1.0
105089,1463788724,-7,mm/memory.c,8,0,1186,8776,6854,14,0,0.10985915492957747
105092,1463788721,-7,mm/memory.c,18,5,4,8776,6854,1278,1781,1.0
105120,1463788661,-7,mm/memory.c,3,2,1949,8776,6854,3,2,0.10211267605633803
106158,1463070560,2,mm/memory.c,0,2,389,8776,6854,591,590,0.5161971830985915
106162,1463070559,2,mm/memory.c,18,20,389,8776,6854,591,590,0.5161971830985915
108495,1463092945,-7,mm/memory.c,13,8,20,8776,6854,270,65,0.29014084507042254
111508,1462490529,-7,mm/memory.c,2,9,25,8776,6854,143,139,0.2007042253521127
115716,1461885515,-7,mm/memory.c,40,0,616,8776,6854,40,0,0.12816901408450704
125960,1459513788,3,mm/memory.c,0,1,4,8776,6854,1278,1781,1.0
126321,1459513787,3,mm/memory.c,21,32,4,8776,6854,1278,1781,1.0
129426,1458940824,-7,mm/memory.c,8,8,6,8776,6854,38,8,0.1267605633802817
131049,1458249590,-7,mm/memory.c,7,10,467,8776,6854,12,15,0.10845070422535212
131149,1458249551,-7,mm/memory.c,3,5,4,8776,6854,1278,1781,1.0
131942,1458079048,-7,mm/memory.c,1,2,3437,8776,6854,34,11,0.12394366197183099
131994,1458079005,-7,mm/memory.c,3,1,3178,8776,6854,3,1,0.10211267605633803
141915,1456528768,-8,mm/memory.c,12,2,20,8776,6854,270,65,0.29014084507042254
147019,1455310944,-8,mm/memory.c,1,0,684,8776,6854,8,2,0.10563380281690142
147030,1455310941,-8,mm/memory.c,2,1,684,8776,6854,8,2,0.10563380281690142
147284,1455310939,-8,mm/memory.c,4,0,684,8776,6854,8,2,0.10563380281690142
148513,1455310914,-8,mm/memory.c,1,1,684,8776,6854,8,2,0.10563380281690142
154175,1454205796,-8,mm/memory.c,0,5,25,8776,6854,143,139,0.2007042253521127
155133,1453830485,-8,mm/memory.c,7,2,197,8776,6854,31,15,0.12183098591549296
158025,1453330990,-8,mm/memory.c,2,1,2485,8776,6854,2,1,0.10140845070422536
159033,1452905812,-8,mm/memory.c,4,4,197,8776,6854,31,15,0.12183098591549296
159050,1452905803,-8,mm/memory.c,1,1,197,8776,6854,31,15,0.12183098591549296
159060,1452905800,-8,mm/memory.c,10,6,197,8776,6854,31,15,0.12183098591549296
159175,1452905673,-8,mm/memory.c,2,3,4,8776,6854,1278,1781,1.0
159202,1452905629,-8,mm/memory.c,6,0,4,8776,6854,1278,1781,1.0
159222,1452905622,-8,mm/memory.c,1,1,4,8776,6854,1278,1781,1.0
159233,1452905619,-8,mm/memory.c,3,15,4,8776,6854,1278,1781,1.0
159295,1452905562,-8,mm/memory.c,1,1,4,8776,6854,1278,1781,1.0
159304,1452905555,-8,mm/memory.c,2,1,4,8776,6854,1278,1781,1.0
159316,1452905540,-8,mm/memory.c,13,14,4,8776,6854,1278,1781,1.0
159325,1452905536,-8,mm/memory.c,7,7,4,8776,6854,1278,1781,1.0
159335,1452905527,-8,mm/memory.c,1,1,4,8776,6854,1278,1781,1.0
159838,1452813612,-8,mm/memory.c,17,0,6,8776,6854,38,8,0.1267605633802817
159868,1452813566,-8,mm/memory.c,10,20,2935,8776,6854,11,21,0.10774647887323945
160660,1451448740,-8,mm/memory.c,23,2,60,8776,6854,23,2,0.11619718309859156
180631,1447675755,2,mm/memory.c,4,4,3256,8776,6854,4,4,0.1028169014084507
192999,1444948112,-7,mm/memory.c,2,0,38,8776,6854,34,9,0.12394366197183099
209076,1441838375,-7,mm/memory.c,2,2,4,8776,6854,1278,1781,1.0
209674,1441749585,-7,mm/memory.c,4,4,4,8776,6854,1278,1781,1.0
209676,1441749582,-7,mm/memory.c,2,9,4,8776,6854,1278,1781,1.0
209685,1441749565,-7,mm/memory.c,8,3,1506,8776,6854,32,9,0.12253521126760564
209706,1441749528,-7,mm/memory.c,24,6,1506,8776,6854,32,9,0.12253521126760564
209724,1441749508,-7,mm/memory.c,4,4,1651,8776,6854,4,4,0.1028169014084507
210168,1441406902,-7,mm/memory.c,5,5,3674,8776,6854,5,5,0.10352112676056338
210247,1441406780,-7,mm/memory.c,16,0,20,8776,6854,270,65,0.29014084507042254
234637,1436213917,3,mm/memory.c,13,7,4,8776,6854,1278,1781,1.0
237928,1435190247,-7,mm/memory.c,6,4,3636,8776,6854,291,245,0.30492957746478877
238433,1434702553,2,mm/memory.c,1,1,6128,8776,6854,4,2,0.1028169014084507
255975,1431359527,2,mm/memory.c,6,12,789,8776,6854,6,12,0.10422535211267606
266039,1429139711,-7,mm/memory.c,38,4,6552,8776,6854,38,4,0.1267605633802817
266040,1429139708,-7,mm/memory.c,5,6,362,8776,6854,5,6,0.10352112676056338
266077,1429139648,-7,mm/memory.c,1,1,5414,8776,6854,1,1,0.10070422535211268
266831,1429051595,-7,mm/memory.c,47,38,6567,8776,6854,272,214,0.29154929577464794
266832,1429051592,-7,mm/memory.c,145,119,6567,8776,6854,272,214,0.29154929577464794
266833,1429051589,-7,mm/memory.c,12,9,6567,8776,6854,272,214,0.29154929577464794
266834,1429051585,-7,mm/memory.c,68,48,6567,8776,6854,272,214,0.29154929577464794
276064,1427324142,-7,mm/memory.c,2,1,3636,8776,6854,291,245,0.30492957746478877
276066,1427324140,-7,mm/memory.c,3,5,3636,8776,6854,291,245,0.30492957746478877
276069,1427324137,-7,mm/memory.c,11,8,3636,8776,6854,291,245,0.30492957746478877
281926,1426175146,-7,mm/memory.c,6,1,92,8776,6854,265,123,0.28661971830985916
290243,1424131130,-8,mm/memory.c,32,9,3437,8776,6854,34,11,0.12394366197183099
290245,1424131126,-8,mm/memory.c,1,0,3437,8776,6854,34,11,0.12394366197183099
291257,1423782019,-8,mm/memory.c,1,1,2109,8776,6854,1,1,0.10070422535211268
291344,1423781921,-8,mm/memory.c,3,0,3636,8776,6854,291,245,0.30492957746478877
291348,1423781915,-8,mm/memory.c,0,1,3636,8776,6854,291,245,0.30492957746478877
291361,1423781908,-8,mm/memory.c,6,4,3636,8776,6854,291,245,0.30492957746478877
291376,1423781902,-8,mm/memory.c,2,2,3636,8776,6854,291,245,0.30492957746478877
291676,1423697210,-8,mm/memory.c,9,6,4,8776,6854,1278,1781,1.0
292074,1423606290,-8,mm/memory.c,17,31,1252,8776,6854,192,122,0.23521126760563382
292075,1423606288,-8,mm/memory.c,2,5,1252,8776,6854,192,122,0.23521126760563382
292141,1423606204,-8,mm/memory.c,38,40,4,8776,6854,1278,1781,1.0
292179,1423606191,-8,mm/memory.c,9,55,4,8776,6854,1278,1781,1.0
292182,1423606189,-8,mm/memory.c,21,60,4,8776,6854,1278,1781,1.0
296110,1422558917,-8,mm/memory.c,1,1,92,8776,6854,265,123,0.28661971830985916
297033,1418914095,0,mm/memory.c,2,0,1583,8776,6854,2,0,0.10140845070422536
305398,1421089855,0,mm/memory.c,4,4,411,8776,6854,19,27,0.11338028169014085
307034,1420756338,-8,mm/memory.c,17,10,1252,8776,6854,192,122,0.23521126760563382
307654,1420578005,-8,mm/memory.c,2,2,92,8776,6854,265,123,0.28661971830985916
309527,1419274914,2,mm/memory.c,2,2,4,8776,6854,1278,1781,1.0
310282,1418948249,-8,mm/memory.c,6,0,1510,8776,6854,7,11,0.10492957746478873
310403,1417984893,1,mm/memory.c,10,1,146,8776,6854,10,1,0.10704225352112677
310430,1418846344,-8,mm/memory.c,3,3,92,8776,6854,265,123,0.28661971830985916
311476,1418432127,-8,mm/memory.c,1,0,4210,8776,6854,1,0,0.10070422535211268
311495,1418432082,-8,mm/memory.c,2,2,16,8776,6854,6,6,0.10422535211267606
311519,1418432061,-8,mm/memory.c,4,4,16,8776,6854,6,6,0.10422535211267606
314800,1417564779,-8,mm/memory.c,13,13,25,8776,6854,143,139,0.2007042253521127
323296,1414576989,0,mm/memory.c,8,21,411,8776,6854,19,27,0.11338028169014085
332932,1414527388,-7,mm/memory.c,1,0,411,8776,6854,19,27,0.11338028169014085
333759,1414058864,2,mm/memory.c,1,1,4787,8776,6854,2,7,0.10140845070422536
338846,1413240946,-7,mm/memory.c,2,1,2207,8776,6854,3,2,0.10211267605633803
343876,1411686329,-7,mm/memory.c,1,1,2207,8776,6854,3,2,0.10211267605633803
349885,1410553043,2,mm/memory.c,2,0,499,8776,6854,2,0,0.10140845070422536
356638,1409350724,-7,mm/memory.c,3,4,25,8776,6854,143,139,0.2007042253521127
362952,1407533020,-7,mm/memory.c,0,38,3503,8776,6854,0,38,0.1
363237,1407532762,-7,mm/memory.c,0,2,1252,8776,6854,192,122,0.23521126760563382
363254,1407532760,-7,mm/memory.c,20,20,1252,8776,6854,192,122,0.23521126760563382
363788,1407366492,-7,mm/memory.c,4,2,2413,8776,6854,145,37,0.20211267605633804
363790,1407366487,-7,mm/memory.c,2,1,4,8776,6854,1278,1781,1.0
363791,1407366485,-7,mm/memory.c,7,14,4,8776,6854,1278,1781,1.0
363819,1407366444,-7,mm/memory.c,31,3,7993,8776,6854,31,3,0.12183098591549296
363836,1407366425,-7,mm/memory.c,1,1,2213,8776,6854,11,5,0.10774647887323945
363846,1407366416,-7,mm/memory.c,1,1,2935,8776,6854,11,21,0.10774647887323945
363919,1407366308,-7,mm/memory.c,1,1,25,8776,6854,143,139,0.2007042253521127
366336,1406761715,-7,mm/memory.c,12,9,6100,8776,6854,12,9,0.10845070422535212
369281,1406149208,-7,mm/memory.c,2,1,1507,8776,6854,2,1,0.10140845070422536
389991,1401923455,-7,mm/memory.c,27,0,4,8776,6854,1278,1781,1.0
389992,1401923454,-7,mm/memory.c,23,38,4,8776,6854,1278,1781,1.0
390002,1401923445,-7,mm/memory.c,1,1,4,8776,6854,1278,1781,1.0
390133,1401923290,-7,mm/memory.c,0,641,4,8776,6854,1278,1781,1.0
390304,1401923190,-7,mm/memory.c,6,10,3636,8776,6854,291,245,0.30492957746478877
404310,1398800175,-4,mm/memory.c,0,3,2413,8776,6854,145,37,0.20211267605633804
408399,1398467140,-7,mm/memory.c,34,18,92,8776,6854,265,123,0.28661971830985916
410025,1398199780,-7,mm/memory.c,5,0,92,8776,6854,265,123,0.28661971830985916
414430,1396910271,-7,mm/memory.c,1,1,6128,8776,6854,4,2,0.1028169014084507
414441,1396910266,-7,mm/memory.c,3,3,5647,8776,6854,9,4,0.1063380281690141
414490,1396910242,-7,mm/memory.c,60,7,4,8776,6854,1278,1781,1.0
414508,1396910238,-7,mm/memory.c,76,4,4,8776,6854,1278,1781,1.0
414525,1396910221,-7,mm/memory.c,2,2,7687,8776,6854,2,2,0.10140845070422536
415217,1396600102,-7,mm/memory.c,44,21,25,8776,6854,143,139,0.2007042253521127
415613,1396561696,-7,mm/memory.c,30,35,4,8776,6854,1278,1781,1.0
415614,1396561695,-7,mm/memory.c,45,59,4,8776,6854,1278,1781,1.0
415615,1396561693,-7,mm/memory.c,64,161,4,8776,6854,1278,1781,1.0
415616,1396561692,-7,mm/memory.c,62,0,4,8776,6854,1278,1781,1.0
415617,1396561691,-7,mm/memory.c,43,0,4,8776,6854,1278,1781,1.0
415618,1396561690,-7,mm/memory.c,44,31,4,8776,6854,1278,1781,1.0
415619,1396561688,-7,mm/memory.c,5,5,4,8776,6854,1278,1781,1.0
415625,1396561682,-7,mm/memory.c,2,2,7829,8776,6854,2,2,0.10140845070422536
430963,1393369302,-8,mm/memory.c,3,11,4,8776,6854,1278,1781,1.0
430966,1393369299,-8,mm/memory.c,1,0,4,8776,6854,1278,1781,1.0
443053,1390521174,-8,mm/memory.c,4,4,3883,8776,6854,4,4,0.1028169014084507
443070,1390521169,-8,mm/memory.c,1,1,3640,8776,6854,2,1,0.10140845070422536
444204,1390348147,-8,mm/memory.c,11,2,4,8776,6854,1278,1781,1.0
444300,1390348092,-8,mm/memory.c,3,0,197,8776,6854,31,15,0.12183098591549296
445853,1415846769,11,mm/memory.c,2,1,376,8776,6854,2,1,0.10140845070422536
454047,1387578485,-8,mm/memory.c,1,1,1401,8776,6854,1,1,0.10070422535211268
454142,1387539358,2,mm/memory.c,1,1,4,8776,6854,1278,1781,1.0
466577,1384987307,-8,mm/memory.c,0,7,92,8776,6854,265,123,0.28661971830985916
467824,1384468313,-8,mm/memory.c,7,0,4,8776,6854,1278,1781,1.0
467828,1384468312,-8,mm/memory.c,5,6,86,8776,6854,64,44,0.14507042253521127
467834,1384468311,-8,mm/memory.c,19,0,4,8776,6854,1278,1781,1.0
467884,1384468264,-8,mm/memory.c,7,5,4,8776,6854,1278,1781,1.0
467910,1384468248,-8,mm/memory.c,2,2,4,8776,6854,1278,1781,1.0
468873,1384297635,-8,mm/memory.c,0,2,2104,8776,6854,15,4,0.11056338028169015
474357,1381141725,1,mm/memory.c,21,32,3636,8776,6854,291,245,0.30492957746478877
475868,1379881672,-4,mm/memory.c,1,1,1107,8776,6854,87,61,0.16126760563380282
478959,1381956419,-7,mm/memory.c,12,6,1252,8776,6854,192,122,0.23521126760563382
478966,1381956411,-7,mm/memory.c,2,0,2213,8776,6854,11,5,0.10774647887323945
482728,1381141776,1,mm/memory.c,4,4,2413,8776,6854,145,37,0.20211267605633804
482732,1381141774,1,mm/memory.c,7,0,2413,8776,6854,145,37,0.20211267605633804
482751,1381141765,1,mm/memory.c,3,97,3636,8776,6854,291,245,0.30492957746478877
482756,1381141764,1,mm/memory.c,26,4,86,8776,6854,64,44,0.14507042253521127
482766,1381141761,1,mm/memory.c,8,0,86,8776,6854,64,44,0.14507042253521127
482773,1381141760,1,mm/memory.c,6,9,86,8776,6854,64,44,0.14507042253521127
482822,1381141747,1,mm/memory.c,6,9,3636,8776,6854,291,245,0.30492957746478877
482832,1381141745,1,mm/memory.c,2,5,3636,8776,6854,291,245,0.30492957746478877
482839,1381141743,1,mm/memory.c,6,2,3636,8776,6854,291,245,0.30492957746478877
482874,1381141730,1,mm/memory.c,1,0,3636,8776,6854,291,245,0.30492957746478877
482882,1381141725,1,mm/memory.c,21,32,3636,8776,6854,291,245,0.30492957746478877
491242,1379024045,-7,mm/memory.c,6,3,4,8776,6854,1278,1781,1.0
491298,1379024024,-7,mm/memory.c,3,0,1252,8776,6854,192,122,0.23521126760563382
491305,1379024022,-7,mm/memory.c,30,10,1252,8776,6854,192,122,0.23521126760563382
491768,1378934524,-7,mm/memory.c,15,2,2104,8776,6854,15,4,0.11056338028169015
491805,1378934488,-7,mm/memory.c,0,24,2269,8776,6854,0,24,0.1
501245,1376592145,-7,mm/memory.c,21,15,92,8776,6854,265,123,0.28661971830985916
502327,1376434851,-7,mm/memory.c,6,4,2213,8776,6854,11,5,0.10774647887323945
502334,1376434849,-7,mm/memory.c,2,0,2213,8776,6854,11,5,0.10774647887323945
502895,1375873372,2,mm/memory.c,1,0,381,8776,6854,1,0,0.10070422535211268
514605,1373324418,-7,mm/memory.c,1,1,467,8776,6854,12,15,0.10845070422535212
