,author_timestamp,commit_utc_offset_hours,filename,n_additions,n_deletions,author_id,total_additions,total_deletions,author_total_additions,author_total_deletions,author_norm_additions
1097713,1231281574,-8,mm/memory.c,2,2,16800,8776,6854,927,902,0.7528169014084507
1097715,1231281573,-8,mm/memory.c,14,3,16800,8776,6854,927,902,0.7528169014084507
1097716,1231281572,-8,mm/memory.c,8,2,16800,8776,6854,927,902,0.7528169014084507
1097726,1231281567,-8,mm/memory.c,0,3,16800,8776,6854,927,902,0.7528169014084507
1097731,1231281565,-8,mm/memory.c,0,6,16800,8776,6854,927,902,0.7528169014084507
1097746,1231281561,-8,mm/memory.c,4,0,9949,8776,6854,100,3,0.1704225352112676
1097751,1231281557,-8,mm/memory.c,2,1,1252,8776,6854,192,122,0.23521126760563382
1097796,1231281535,-8,mm/memory.c,1,1,13821,8776,6854,674,584,0.5746478873239437
1100302,1228403193,-5,mm/memory.c,2,2,1107,8776,6854,87,61,0.16126760563380282
1106859,1229723249,-8,mm/memory.c,2,45,15649,8776,6854,147,114,0.2035211267605634
1106863,1229723248,-8,mm/memory.c,0,43,15649,8776,6854,147,114,0.2035211267605634
1106865,1229723247,-8,mm/memory.c,14,17,15649,8776,6854,147,114,0.2035211267605634
1107152,1229629289,-8,mm/memory.c,74,1,15649,8776,6854,147,114,0.2035211267605634
1107154,1229629288,-8,mm/memory.c,43,0,15649,8776,6854,147,114,0.2035211267605634
1107156,1229629287,-8,mm/memory.c,3,4,15649,8776,6854,147,114,0.2035211267605634
1122843,1224542613,8,mm/memory.c,0,2,13158,8776,6854,0,2,0.1
1123171,1224386890,-7,mm/memory.c,11,14,11354,8776,6854,215,118,0.25140845070422535
1123176,1224386888,-7,mm/memory.c,6,5,11354,8776,6854,215,118,0.25140845070422535
1123314,1224386816,-7,mm/memory.c,1,1,11107,8776,6854,13,21,0.1091549295774648
1123316,1224386816,-7,mm/memory.c,2,12,11107,8776,6854,13,21,0.1091549295774648
1123330,1224386812,-7,mm/memory.c,10,8,11107,8776,6854,13,21,0.1091549295774648
1123351,1224386804,-7,mm/memory.c,48,8,13821,8776,6854,674,584,0.5746478873239437
1123415,1224386792,-7,mm/memory.c,3,3,2413,8776,6854,145,37,0.20211267605633804
1123426,1224386790,-7,mm/memory.c,3,0,2413,8776,6854,145,37,0.20211267605633804
1137972,1221046637,2,mm/memory.c,15,0,13821,8776,6854,674,584,0.5746478873239437
1148027,1217671263,2,mm/memory.c,1,1,13821,8776,6854,674,584,0.5746478873239437
1148084,1217882474,-7,mm/memory.c,13,3,9069,8776,6854,20,7,0.11408450704225352
1148365,1217621295,-5,mm/memory.c,0,2,12583,8776,6854,25,2,0.11760563380281691
1149165,1217396041,-7,mm/memory.c,2,0,12583,8776,6854,25,2,0.11760563380281691
1149181,1217396033,-7,mm/memory.c,23,0,12583,8776,6854,25,2,0.11760563380281691
1149649,1217285189,-7,mm/memory.c,29,5,17903,8776,6854,29,5,0.12042253521126761
1151303,1217040383,-7,mm/memory.c,2,1,16606,8776,6854,2,2,0.10140845070422536
1153912,1216873670,-7,mm/memory.c,11,4,17328,8776,6854,69,7,0.14859154929577464
1153928,1216873663,-7,mm/memory.c,16,2,17328,8776,6854,69,7,0.14859154929577464
1153948,1216873661,-7,mm/memory.c,1,1,17328,8776,6854,69,7,0.14859154929577464
1153974,1216873645,-7,mm/memory.c,1,1,12277,8776,6854,5,5,0.10352112676056338
1154016,1216873630,-7,mm/memory.c,6,4,13726,8776,6854,6,6,0.10422535211267606
1154035,1216873625,-7,mm/memory.c,110,20,2413,8776,6854,145,37,0.20211267605633804
1154037,1216873625,-7,mm/memory.c,7,59,13821,8776,6854,674,584,0.5746478873239437
1165116,1215190768,-7,mm/memory.c,1,1,17424,8776,6854,1,1,0.10070422535211268
1165120,1215190764,-7,mm/memory.c,13,1,8388,8776,6854,329,213,0.3316901408450704
1167270,1214224230,2,mm/memory.c,26,1,13821,8776,6854,674,584,0.5746478873239437
1167271,1214245297,-7,mm/memory.c,21,2,92,8776,6854,265,123,0.28661971830985916
1167714,1213985905,-7,mm/memory.c,13,4,92,8776,6854,265,123,0.28661971830985916
1172233,1211573058,-7,mm/memory.c,0,2,13821,8776,6854,674,584,0.5746478873239437
1174795,1210739856,2,mm/memory.c,21,0,13821,8776,6854,674,584,0.5746478873239437
1176431,1210103363,1,mm/memory.c,4,1,16800,8776,6854,927,902,0.7528169014084507
1180925,1209373981,-7,mm/memory.c,58,27,13821,8776,6854,674,584,0.5746478873239437
1180950,1209373980,-7,mm/memory.c,53,45,13821,8776,6854,674,584,0.5746478873239437
1180952,1209373978,-7,mm/memory.c,57,21,18195,8776,6854,57,21,0.14014084507042254
1181079,1209373930,-7,mm/memory.c,5,17,13821,8776,6854,674,584,0.5746478873239437
1197631,1204669744,-8,mm/memory.c,3,6,16800,8776,6854,927,902,0.7528169014084507
1197632,1204669744,-8,mm/memory.c,2,2,16800,8776,6854,927,902,0.7528169014084507
1200383,1203046724,-8,mm/memory.c,1,1,15137,8776,6854,1,1,0.10070422535211268
1200594,1202930466,1,mm/memory.c,7,0,8898,8776,6854,24,14,0.11690140845070424
1201063,1202771853,-7,mm/memory.c,2,0,536,8776,6854,2,0,0.10140845070422536
1201757,1202473324,-8,mm/memory.c,15,17,82,8776,6854,15,17,0.11056338028169015
1203792,1202372042,-8,mm/memory.c,5,5,13450,8776,6854,45,13,0.1316901408450704
1203823,1202372033,-8,mm/memory.c,39,7,13450,8776,6854,45,13,0.1316901408450704
1204538,1202333984,1,mm/memory.c,12,1,8898,8776,6854,24,14,0.11690140845070424
1205789,1202192974,-8,mm/memory.c,5,4,13821,8776,6854,674,584,0.5746478873239437
1205802,1202192966,-8,mm/memory.c,2,1,13778,8776,6854,2,1,0.10140845070422536
1205864,1202192954,-8,mm/memory.c,5,5,435,8776,6854,83,26,0.15845070422535212
1205905,1202192936,-8,mm/memory.c,33,35,108,8776,6854,33,37,0.12323943661971831
1205926,1202192922,-8,mm/memory.c,2,1,16800,8776,6854,927,902,0.7528169014084507
1205931,1202192921,-8,mm/memory.c,1,44,16800,8776,6854,927,902,0.7528169014084507
1205934,1202192920,-8,mm/memory.c,14,33,16800,8776,6854,927,902,0.7528169014084507
1205954,1202192911,-8,mm/memory.c,0,40,17980,8776,6854,26,53,0.11830985915492959
1211455,1201696398,1,mm/memory.c,31,0,17328,8776,6854,69,7,0.14859154929577464
1212177,1201696280,1,mm/memory.c,3,5,13821,8776,6854,674,584,0.5746478873239437
1223592,1201044078,3,mm/memory.c,6,0,18744,8776,6854,6,0,0.10422535211267606
1224130,1200612077,-8,mm/memory.c,2,0,12006,8776,6854,3,1,0.10211267605633803
1228357,1195088433,-8,mm/memory.c,1,1,13450,8776,6854,45,13,0.1316901408450704
1228429,1195088373,-8,mm/memory.c,1,1,15625,8776,6854,1,1,0.10070422535211268
1229313,1194018208,1,mm/memory.c,0,1,16606,8776,6854,2,2,0.10140845070422536
1232020,1192836438,2,mm/memory.c,1,1,18901,8776,6854,1,1,0.10070422535211268
1233514,1192775954,-7,mm/memory.c,0,3,435,8776,6854,83,26,0.15845070422535212
1237750,1192523144,-7,mm/memory.c,1,7,11354,8776,6854,215,118,0.25140845070422535
1237899,1192523085,-7,mm/memory.c,1,1,17161,8776,6854,1,1,0.10070422535211268
1237916,1192523080,-7,mm/memory.c,21,129,13821,8776,6854,674,584,0.5746478873239437
1249839,1191862477,2,mm/memory.c,7,2,86,8776,6854,64,44,0.14507042253521127
1250011,1191513366,1,mm/memory.c,6,8,16800,8776,6854,927,902,0.7528169014084507
1257136,1185017860,-7,mm/memory.c,0,2,108,8776,6854,33,37,0.12323943661971831
1258928,1184834961,-7,mm/memory.c,1,0,2302,8776,6854,2,1,0.10140845070422536
1259422,1184834842,-7,mm/memory.c,9,0,13821,8776,6854,674,584,0.5746478873239437
1259454,1184834825,-7,mm/memory.c,38,41,13821,8776,6854,674,584,0.5746478873239437
1259469,1184834823,-7,mm/memory.c,50,58,13821,8776,6854,674,584,0.5746478873239437
1259473,1184834820,-7,mm/memory.c,9,5,18393,8776,6854,9,5,0.1063380281690141
1259488,1184834819,-7,mm/memory.c,86,45,13821,8776,6854,674,584,0.5746478873239437
1259501,1184834817,-7,mm/memory.c,73,79,13821,8776,6854,674,584,0.5746478873239437
1261359,1184670185,-7,mm/memory.c,4,4,12277,8776,6854,5,5,0.10352112676056338
1262112,1184567899,-7,mm/memory.c,0,2,13726,8776,6854,6,6,0.10422535211267606
1262144,1184567896,-7,mm/memory.c,8,0,19285,8776,6854,8,0,0.10563380281690142
1262164,1184567883,-7,mm/memory.c,1,1,5534,8776,6854,28,8,0.11971830985915494
1269214,1182014172,-7,mm/memory.c,6,7,435,8776,6854,83,26,0.15845070422535212
1272188,1179378681,-7,mm/memory.c,1,1,13821,8776,6854,674,584,0.5746478873239437
1278376,1178488157,-7,mm/memory.c,1,1,18560,8776,6854,1,1,0.10070422535211268
1278414,1178488142,-7,mm/memory.c,0,12,13821,8776,6854,674,584,0.5746478873239437
1278423,1178488134,-7,mm/memory.c,94,0,9949,8776,6854,100,3,0.1704225352112676
1296563,1171270298,-8,mm/memory.c,4,2,435,8776,6854,83,26,0.15845070422535212
1296565,1171270296,-8,mm/memory.c,45,0,13821,8776,6854,674,584,0.5746478873239437
1296753,1171100759,-8,mm/memory.c,1,3,18595,8776,6854,1,3,0.10070422535211268
1297292,1171100598,-8,mm/memory.c,1,1,13748,8776,6854,1,1,0.10070422535211268
1297368,1171100580,-8,mm/memory.c,1,2,16800,8776,6854,927,902,0.7528169014084507
1302632,1169801809,-8,mm/memory.c,7,0,14484,8776,6854,9,2,0.1063380281690141
1302635,1169801807,-8,mm/memory.c,2,2,14484,8776,6854,9,2,0.1063380281690141
1303388,1167517459,0,mm/memory.c,1,1,16318,8776,6854,1,1,0.10070422535211268
1303984,1166778573,-8,mm/memory.c,2,2,16619,8776,6854,169,66,0.21901408450704224
1304714,1165943695,0,mm/memory.c,5,5,8100,8776,6854,5,5,0.10352112676056338
1305917,1165745923,-8,mm/memory.c,21,11,16800,8776,6854,927,902,0.7528169014084507
1307937,1165466415,-8,mm/memory.c,0,1,12955,8776,6854,2,3,0.10140845070422536
1309063,1165465914,-8,mm/memory.c,1,1,20003,8776,6854,1,1,0.10070422535211268
1316830,1161325748,-7,mm/memory.c,1,0,19485,8776,6854,1,0,0.10070422535211268
1319308,1160120633,-7,mm/memory.c,6,3,435,8776,6854,83,26,0.15845070422535212
1323656,1159684173,-7,mm/memory.c,8,0,17137,8776,6854,13,4,0.1091549295774648
1323661,1159684171,-7,mm/memory.c,1,1,17137,8776,6854,13,4,0.1091549295774648
1323662,1159684170,-7,mm/memory.c,1,1,17137,8776,6854,13,4,0.1091549295774648
1324995,1159520322,-7,mm/memory.c,8,1,18665,8776,6854,8,1,0.10563380281690142
1326742,1159347015,-7,mm/memory.c,53,0,122,8776,6854,128,24,0.19014084507042256
1326753,1159347010,-7,mm/memory.c,58,5,16331,8776,6854,60,7,0.14225352112676057
1328600,1159252282,-7,mm/memory.c,27,7,5534,8776,6854,28,8,0.11971830985915494
1328677,1159252260,-7,mm/memory.c,13,6,8388,8776,6854,329,213,0.3316901408450704
1328681,1159252258,-7,mm/memory.c,3,2,8388,8776,6854,329,213,0.3316901408450704
1328686,1159252257,-7,mm/memory.c,22,6,8388,8776,6854,329,213,0.3316901408450704
1337377,1152861877,-7,mm/memory.c,4,0,20342,8776,6854,4,0,0.1028169014084507
1337453,1152861837,-7,mm/memory.c,1,1,20424,8776,6854,1,1,0.10070422535211268
1338457,1152531862,-7,mm/memory.c,1,1,12955,8776,6854,2,3,0.10140845070422536
1339225,1151911508,-7,mm/memory.c,1,1,8898,8776,6854,24,14,0.11690140845070424
1341139,1151657745,-7,mm/memory.c,2,2,17980,8776,6854,26,53,0.11830985915492959
1341198,1151657738,-7,mm/memory.c,2,2,17980,8776,6854,26,53,0.11830985915492959
1350155,1151053423,-7,mm/memory.c,75,24,122,8776,6854,128,24,0.19014084507042256
1350177,1151053415,-7,mm/memory.c,15,2,17980,8776,6854,26,53,0.11830985915492959
1350255,1151053384,-7,mm/memory.c,0,7,17980,8776,6854,26,53,0.11830985915492959
1361369,1143801033,-8,mm/memory.c,1,1,1326,8776,6854,1,1,0.10070422535211268
1364692,1143365817,-8,mm/memory.c,2,0,18762,8776,6854,2,0,0.10140845070422536
1364701,1143390652,2,mm/memory.c,2,4,16950,8776,6854,2,4,0.10140845070422536
1364846,1143300022,1,mm/memory.c,6,2,13821,8776,6854,674,584,0.5746478873239437
1367107,1143014938,-8,mm/memory.c,1,1,196,8776,6854,3,4,0.10211267605633803
1367111,1143014937,-8,mm/memory.c,2,3,196,8776,6854,3,4,0.10211267605633803
1367131,1143014922,-8,mm/memory.c,3,9,13821,8776,6854,674,584,0.5746478873239437
1367230,1143014885,-8,mm/memory.c,1,3,13821,8776,6854,674,584,0.5746478873239437
1370518,1142579049,-8,mm/memory.c,3,2,16800,8776,6854,927,902,0.7528169014084507
1372667,1140129718,1,mm/memory.c,10,0,17328,8776,6854,69,7,0.14859154929577464
1375111,1138791936,-8,mm/memory.c,7,0,17980,8776,6854,26,53,0.11830985915492959
1381269,1136851164,-8,mm/memory.c,2,2,16331,8776,6854,60,7,0.14225352112676057
1383556,1132088028,-5,mm/memory.c,2,0,118,8776,6854,2,0,0.10140845070422536
1384760,1136535073,-8,mm/memory.c,0,1,16619,8776,6854,169,66,0.21901408450704224
1384763,1136535072,-8,mm/memory.c,3,3,16619,8776,6854,169,66,0.21901408450704224
1384835,1136535038,-8,mm/memory.c,24,1,17595,8776,6854,24,1,0.11690140845070424
1388115,1134757283,-8,mm/memory.c,2,1,20069,8776,6854,291,185,0.30492957746478877
1388459,1134433473,-8,mm/memory.c,1,1,20069,8776,6854,291,185,0.30492957746478877
1388662,1134362297,-8,mm/memory.c,8,3,20069,8776,6854,291,185,0.30492957746478877
1388664,1134359872,-8,mm/memory.c,1,45,20069,8776,6854,291,185,0.30492957746478877
1388665,1134359162,-8,mm/memory.c,12,4,20069,8776,6854,291,185,0.30492957746478877
1388935,1133671691,-8,mm/memory.c,1,1,20069,8776,6854,291,185,0.30492957746478877
1389263,1133372119,-8,mm/memory.c,34,2,20069,8776,6854,291,185,0.30492957746478877
1389313,1133310442,-5,mm/memory.c,2,2,16664,8776,6854,2,2,0.10140845070422536
1389369,1133283348,0,mm/memory.c,3,1,16800,8776,6854,927,902,0.7528169014084507
1389370,1133283291,0,mm/memory.c,3,4,16800,8776,6854,927,902,0.7528169014084507
1389371,1133302075,-8,mm/memory.c,9,2,20069,8776,6854,291,185,0.30492957746478877
1389375,1133301794,-8,mm/memory.c,14,12,20069,8776,6854,291,185,0.30492957746478877
1389379,1133298116,-8,mm/memory.c,92,0,20069,8776,6854,291,185,0.30492957746478877
1389380,1133293526,-8,mm/memory.c,2,2,21035,8776,6854,2,2,0.10140845070422536
1389413,1133250197,11,mm/memory.c,1,1,16619,8776,6854,169,66,0.21901408450704224
1389475,1133214224,-8,mm/memory.c,12,0,1287,8776,6854,12,0,0.10845070422535212
1389485,1133217263,-8,mm/memory.c,100,88,20069,8776,6854,291,185,0.30492957746478877
1389664,1132637539,-8,mm/memory.c,12,2,16800,8776,6854,927,902,0.7528169014084507
1389665,1132637538,-8,mm/memory.c,41,21,16800,8776,6854,927,902,0.7528169014084507
1389667,1132637537,-8,mm/memory.c,25,12,16800,8776,6854,927,902,0.7528169014084507
1389676,1132637535,-8,mm/memory.c,18,12,16800,8776,6854,927,902,0.7528169014084507
1389686,1132637531,-8,mm/memory.c,1,1,16800,8776,6854,927,902,0.7528169014084507
1390762,1131926802,-8,mm/memory.c,54,34,6135,8776,6854,54,34,0.13802816901408452
1397591,1130635008,-7,mm/memory.c,16,4,18581,8776,6854,16,4,0.11126760563380282
1397606,1130635001,-7,mm/memory.c,3,1,16800,8776,6854,927,902,0.7528169014084507
1397621,1130635000,-7,mm/memory.c,13,10,16800,8776,6854,927,902,0.7528169014084507
1397646,1130634993,-7,mm/memory.c,71,80,16800,8776,6854,927,902,0.7528169014084507
1397651,1130634992,-7,mm/memory.c,4,24,16800,8776,6854,927,902,0.7528169014084507
1397660,1130634990,-7,mm/memory.c,12,29,16800,8776,6854,927,902,0.7528169014084507
1397662,1130634989,-7,mm/memory.c,10,2,16800,8776,6854,927,902,0.7528169014084507
1397674,1130634986,-7,mm/memory.c,90,60,16800,8776,6854,927,902,0.7528169014084507
1397685,1130634983,-7,mm/memory.c,33,70,16800,8776,6854,927,902,0.7528169014084507
1397689,1130634982,-7,mm/memory.c,40,55,16800,8776,6854,927,902,0.7528169014084507
1397715,1130634981,-7,mm/memory.c,26,33,16800,8776,6854,927,902,0.7528169014084507
1397731,1130634978,-7,mm/memory.c,1,16,16800,8776,6854,927,902,0.7528169014084507
1397738,1130634975,-7,mm/memory.c,1,3,16800,8776,6854,927,902,0.7528169014084507
1397739,1130634974,-7,mm/memory.c,3,3,16800,8776,6854,927,902,0.7528169014084507
1397740,1130634973,-7,mm/memory.c,5,10,16800,8776,6854,927,902,0.7528169014084507
1397753,1130634972,-7,mm/memory.c,79,51,16619,8776,6854,169,66,0.21901408450704224
1397771,1130634965,-7,mm/memory.c,32,15,16800,8776,6854,927,902,0.7528169014084507
1397780,1130634965,-7,mm/memory.c,17,14,16800,8776,6854,927,902,0.7528169014084507
1397799,1130634963,-7,mm/memory.c,1,1,16800,8776,6854,927,902,0.7528169014084507
1397806,1130634962,-7,mm/memory.c,2,2,16800,8776,6854,927,902,0.7528169014084507
1397815,1130634959,-7,mm/memory.c,95,125,16800,8776,6854,927,902,0.7528169014084507
1397828,1130634955,-7,mm/memory.c,4,3,16800,8776,6854,927,902,0.7528169014084507
1397830,1130634954,-7,mm/memory.c,6,4,16800,8776,6854,927,902,0.7528169014084507
1397832,1130634953,-7,mm/memory.c,8,6,16800,8776,6854,927,902,0.7528169014084507
1401724,1129821868,1,mm/memory.c,2,12,16800,8776,6854,927,902,0.7528169014084507
1401840,1129670112,-7,mm/memory.c,12,2,21230,8776,6854,12,2,0.10845070422535212
1406681,1126337188,-7,mm/memory.c,1,1,12955,8776,6854,2,3,0.10140845070422536
1410856,1125788104,-7,mm/memory.c,3,2,17137,8776,6854,13,4,0.1091549295774648
1410894,1125788096,-7,mm/memory.c,1,1,18993,8776,6854,1,1,0.10070422535211268
1411706,1125211751,10,mm/memory.c,11,0,16619,8776,6854,169,66,0.21901408450704224
1414840,1123088829,-7,mm/memory.c,13,9,20069,8776,6854,291,185,0.30492957746478877
1414850,1123064641,10,mm/memory.c,23,8,16619,8776,6854,169,66,0.21901408450704224
1414888,1122955902,-7,mm/memory.c,6,2,16800,8776,6854,927,902,0.7528169014084507
1414956,1122920089,-7,mm/memory.c,4,17,20069,8776,6854,291,185,0.30492957746478877
1416143,1122489834,-7,mm/memory.c,15,10,18652,8776,6854,15,10,0.11056338028169015
1420823,1119736473,-7,mm/memory.c,1,1,16800,8776,6854,927,902,0.7528169014084507
1420993,1119589521,-7,mm/memory.c,1,1,19924,8776,6854,1,1,0.10070422535211268
1422066,1119510474,-7,mm/memory.c,1,1,17311,8776,6854,1,1,0.10070422535211268
1423294,1119399312,-7,mm/memory.c,5,5,16800,8776,6854,927,902,0.7528169014084507
1423297,1119399311,-7,mm/memory.c,1,1,16800,8776,6854,927,902,0.7528169014084507
1423298,1119399310,-7,mm/memory.c,10,35,16800,8776,6854,927,902,0.7528169014084507
1426227,1116305630,-7,mm/memory.c,12,5,19477,8776,6854,12,5,0.10845070422535212
1428752,1113942556,-7,mm/memory.c,23,13,16800,8776,6854,927,902,0.7528169014084507
1428757,1113942555,-7,mm/memory.c,13,15,16800,8776,6854,927,902,0.7528169014084507
1428762,1113942555,-7,mm/memory.c,114,37,16800,8776,6854,927,902,0.7528169014084507
